Date,ConsumerConfidence
2017-01-01,101.383545462448
2017-02-01,101.370924258334
2017-03-01,101.339536631516
2017-04-01,101.298886153889
2017-05-01,101.225807350067
2017-06-01,101.117184454044
2017-07-01,101.075098492036
2017-08-01,101.174084597946
2017-09-01,101.298057231891
2017-10-01,101.451645561252
2017-11-01,101.431060083245
2017-12-01,101.346327921145
2018-01-01,101.376376163668
2018-02-01,101.539988772338
2018-03-01,101.641621780913
2018-04-01,101.590521847835
2018-05-01,101.504253991142
2018-06-01,101.446026266808
2018-07-01,101.41441139321
2018-08-01,101.425711033524
2018-09-01,101.509365832229
2018-10-01,101.491495031325
2018-11-01,101.381904553717
2018-12-01,101.210933618703
2019-01-01,101.00629415027
2019-02-01,101.060587944332
2019-03-01,101.279098326163
2019-04-01,101.439271611069
2019-05-01,101.527347557852
2019-06-01,101.433366735565
2019-07-01,101.201006389521
2019-08-01,100.904332241072
2019-09-01,100.904295391705
2019-10-01,101.107534475074
2019-11-01,101.376733993322
2019-12-01,101.604955651356
2020-01-01,101.603326465973
2020-02-01,101.174524083527
2020-03-01,100.174747360454
2020-04-01,99.0873380940535
2020-05-01,98.5864325412116
2020-06-01,98.5365584129207
2020-07-01,98.5538818222649
2020-08-01,98.7560415963446
2020-09-01,99.0690022413542
2020-10-01,99.2179866329533
2020-11-01,99.1748169500329
2020-12-01,99.1778861895109
2021-01-01,99.1839821768715
2021-02-01,99.3238129297582
2021-03-01,99.6907499271339
2021-04-01,99.9354952177742
2021-05-01,99.8766750241751
2021-06-01,99.6664159388709
2021-07-01,99.1974780505111
2021-08-01,98.6272892838974
2021-09-01,98.3279472901319
2021-10-01,98.1409657991576
2021-11-01,97.9783235892292
2021-12-01,97.8766949085773
2022-01-01,97.6411556871241
2022-02-01,97.332997146038
2022-03-01,97.0949435322284
2022-04-01,96.9283063821908
2022-05-01,96.5207166488589
2022-06-01,96.1127220352765
2022-07-01,96.0847337540127
2022-08-01,96.3512857023769
2022-09-01,96.5700469291049
2022-10-01,96.6838443808838
2022-11-01,96.7501747917363
2022-12-01,96.9722265795803
2023-01-01,97.2705010645305
2023-02-01,97.4107407728723
2023-03-01,97.3332054615768
2023-04-01,97.2658662695516
